Pair;set;category;modality;traits;delta
77;b) complete dataset;locomotion;burrower;tachloco_bur;0.021456225
77;b) complete dataset;locomotion;interstitial;tachloco_int;-0.045023658
77;b) complete dataset;locomotion;temporarily attached;tachloco_tat;0.083793483
77;b) complete dataset;locomotion;permanently attached;tachloco_pat;-5.02E-06
77;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;0.001503614
77;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;0.123309791
77;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;-0.124813406
77;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;0.052872092
77;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.014606585
77;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.037671
77;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.004590196
77;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.071882581
77;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;0.003455724
77;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;0.016110771
77;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0.017918213
77;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.040525204
77;b) complete dataset;resistant forms;cocoons;tachresist_coc;0.008749718
77;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;-1.29E-05
77;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;0.099712593
77;b) complete dataset;resistant forms;none;tachresist_non;-0.067924233
77;b) complete dataset;respiration;tegument;tachrespir_teg;-0.030857937
77;b) complete dataset;respiration;gill;tachrespir_gil;-0.003030037
77;b) complete dataset;respiration;plastron;tachrespir_pls;0.015212808
77;b) complete dataset;respiration;spiracle;tachrespir_spi;0.018675167
77;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
77;b) complete dataset;fecundity;< 100;fecund_less100;0.086936736
77;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;0.063075357
77;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.11866831
77;b) complete dataset;fecundity;> 3000;fecund_gr3000;-0.031343783
78;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;-0.016525345
78;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.017166095
78;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;0.023068204
78;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.010623237
78;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;-0.021440968
78;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.005599371
78;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;0.018272732
78;b) complete dataset;dispersal;aerial active;tachdisp_aeract;0.008767608
78;b) complete dataset;feeding habits;absorbers;tachfeed_abs;0.002961003
78;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;0.004074256
78;b) complete dataset;feeding habits;shredders;tachfeed_shr;-0.000435236
78;b) complete dataset;feeding habits;scrapers;tachfeed_scr;-0.014909091
78;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;0.009879017
78;b) complete dataset;feeding habits;piercers;tachfeed_pie;0.030555556
78;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.032021972
78;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.000103533
78;b) complete dataset;locomotion;flier;tachloco_flr;-0.00296869
78;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-0.00125525
78;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;-0.011260193
78;b) complete dataset;locomotion;crawler;tachloco_crw;-0.096978775
78;b) complete dataset;locomotion;burrower;tachloco_bur;0.031941769
78;b) complete dataset;locomotion;interstitial;tachloco_int;0.025329301
78;b) complete dataset;locomotion;temporarily attached;tachloco_tat;0.054970495
78;b) complete dataset;locomotion;permanently attached;tachloco_pat;0.000221344
78;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;-0.000260596
78;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;-0.025072451
78;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.025333047
78;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;-0.001799669
78;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;-0.116056669
78;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;0.032085736
78;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.101648212
78;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.015459145
78;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;-0.00569874
78;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;0.002672776
78;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0.002607498
78;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.127448454
78;b) complete dataset;resistant forms;cocoons;tachresist_coc;0.011958727
78;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;0
78;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;0.08905494
78;b) complete dataset;resistant forms;none;tachresist_non;0.026434786
78;b) complete dataset;respiration;tegument;tachrespir_teg;0.046950952
78;b) complete dataset;respiration;gill;tachrespir_gil;-0.040122046
78;b) complete dataset;respiration;plastron;tachrespir_pls;0.00255141
78;b) complete dataset;respiration;spiracle;tachrespir_spi;-0.009380315
78;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
78;b) complete dataset;fecundity;< 100;fecund_less100;0.076195315
78;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;0.002103919
78;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;-0.09110527
78;b) complete dataset;fecundity;> 3000;fecund_gr3000;0.012806036
79;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.072560988
79;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;-0.074407271
79;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.095949058
79;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.097795341
79;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.090383796
79;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;0.027620325
79;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;-0.04768962
79;b) complete dataset;dispersal;aerial active;tachdisp_aeract;-0.0703145
79;b) complete dataset;feeding habits;absorbers;tachfeed_abs;0.006181667
79;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;-0.035656938
79;b) complete dataset;feeding habits;shredders;tachfeed_shr;0.110094856
79;b) complete dataset;feeding habits;scrapers;tachfeed_scr;0.033709144
79;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;-0.027229513
79;b) complete dataset;feeding habits;piercers;tachfeed_pie;0.004042259
79;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.093969133
79;b) complete dataset;feeding habits;parasites;tachfeed_par;0.002827658
79;b) complete dataset;locomotion;flier;tachloco_flr;-0.000344557
79;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-0.000323937
79;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;-0.046674917
79;b) complete dataset;locomotion;crawler;tachloco_crw;0.05265534
79;b) complete dataset;locomotion;burrower;tachloco_bur;-0.046668668
79;b) complete dataset;locomotion;interstitial;tachloco_int;0.039458062
79;b) complete dataset;locomotion;temporarily attached;tachloco_tat;0.001721398
79;b) complete dataset;locomotion;permanently attached;tachloco_pat;0.000177278
79;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;-0.04495833
79;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;-0.026878701
79;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.071837031
79;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;0.174043677
79;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.027246736
79;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.12142916
79;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.046674089
79;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.114743671
79;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;-0.000461894
79;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.017243144
79;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;0.005913366
79;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;-0.027450863
79;b) complete dataset;resistant forms;cocoons;tachresist_coc;0.026234345
79;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;-0.000133805
79;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;-0.047283215
79;b) complete dataset;resistant forms;none;tachresist_non;0.048633538
79;b) complete dataset;respiration;tegument;tachrespir_teg;-0.077641447
79;b) complete dataset;respiration;gill;tachrespir_gil;0.044510173
79;b) complete dataset;respiration;plastron;tachrespir_pls;-0.000461815
79;b) complete dataset;respiration;spiracle;tachrespir_spi;0.033593088
79;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
79;b) complete dataset;fecundity;< 100;fecund_less100;0.0172626
79;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.000651058
79;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;0.001223894
79;b) complete dataset;fecundity;> 3000;fecund_gr3000;-0.017835436
80;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.028637069
80;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;0.054638424
80;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.043033575
80;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;-0.040241919
80;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.011206649
80;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.029555529
80;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;-0.019249021
80;b) complete dataset;dispersal;aerial active;tachdisp_aeract;0.037597902
80;b) complete dataset;feeding habits;absorbers;tachfeed_abs;0.009538255
80;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;0.019691502
80;b) complete dataset;feeding habits;shredders;tachfeed_shr;-0.157480369
80;b) complete dataset;feeding habits;scrapers;tachfeed_scr;0.115068788
80;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;0.014005767
80;b) complete dataset;feeding habits;piercers;tachfeed_pie;-0.003746094
80;b) complete dataset;feeding habits;predators;tachfeed_pre;0.004715152
80;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.001793001
80;b) complete dataset;locomotion;flier;tachloco_flr;0.012785253
80;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;0.001514515
80;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;0.017572989
80;b) complete dataset;locomotion;crawler;tachloco_crw;-0.077814648
80;b) complete dataset;locomotion;burrower;tachloco_bur;-0.06136797
80;b) complete dataset;locomotion;interstitial;tachloco_int;0.093963802
80;b) complete dataset;locomotion;temporarily attached;tachloco_tat;0.016604977
80;b) complete dataset;locomotion;permanently attached;tachloco_pat;-0.003258918
80;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;-0.021871621
80;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;-0.002238383
80;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.024110004
80;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;-0.168358879
80;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.00653185
80;b) complete dataset;reproduction;isolated eggs, cemented;tachrepro_cie;-0.016930269
80;b) complete dataset;reproduction;clutches, cemented;tachrepro_fic;0.193765673
80;b) complete dataset;reproduction;clutches, free;tachrepro_frc;-0.010075893
80;b) complete dataset;reproduction;clutches, in vegetation;tachrepro_vec;0.012694223
80;b) complete dataset;reproduction;clutches, terrestrial;tachrepro_tec;-0.005227469
80;b) complete dataset;reproduction;asexual reproduction;tachrepro_ase;-0.012399234
80;b) complete dataset;resistant forms;egg, gemmula, statoblasts;tachresist_egg;0.110601798
80;b) complete dataset;resistant forms;cocoons;tachresist_coc;-0.013654411
80;b) complete dataset;resistant forms;housing against dessication;tachresist_hou;-1.12E-05
80;b) complete dataset;resistant forms;diapause or dormany;tachresist_did;-0.054362704
80;b) complete dataset;resistant forms;none;tachresist_non;-0.042573505
80;b) complete dataset;respiration;tegument;tachrespir_teg;0.023622266
80;b) complete dataset;respiration;gill;tachrespir_gil;-0.082714366
80;b) complete dataset;respiration;plastron;tachrespir_pls;0.031676173
80;b) complete dataset;respiration;spiracle;tachrespir_spi;0.027415927
80;b) complete dataset;respiration;hydrostatic vesicle;tachrespir_ves;0
80;b) complete dataset;fecundity;< 100;fecund_less100;0.035313149
80;b) complete dataset;fecundity;100 - 1000;fecund_100to1000;-0.115324748
80;b) complete dataset;fecundity;1000 - 3000;fecund_1000to3000;0.030504858
80;b) complete dataset;fecundity;> 3000;fecund_gr3000;0.049506741
81;b) complete dataset;aquatic stages;aquatic stage as egg;tachaqua_egg;0.023095394
81;b) complete dataset;aquatic stages;aquatic stage as larva;tachaqua_larva;0.021544234
81;b) complete dataset;aquatic stages;aquatic stage as nmyph/pupa;tachaqua_nymph;-0.08915587
81;b) complete dataset;aquatic stages;aquatic stage as adult;tachaqua_adult;0.044516241
81;b) complete dataset;dispersal;aquatic passive;tachdisp_aquapass;0.197959138
81;b) complete dataset;dispersal;aquatic active;tachdisp_aquaact;-0.1678002
81;b) complete dataset;dispersal;aerial passive;tachdisp_aerpass;0.000740582
81;b) complete dataset;dispersal;aerial active;tachdisp_aeract;-0.030899521
81;b) complete dataset;feeding habits;absorbers;tachfeed_abs;9.79E-05
81;b) complete dataset;feeding habits;deposit feeders;tachfeed_dpf;0.044803287
81;b) complete dataset;feeding habits;shredders;tachfeed_shr;0.164362133
81;b) complete dataset;feeding habits;scrapers;tachfeed_scr;0.158564114
81;b) complete dataset;feeding habits;filter-feeders;tachfeed_fif;-0.016147128
81;b) complete dataset;feeding habits;piercers;tachfeed_pie;-0.008027523
81;b) complete dataset;feeding habits;predators;tachfeed_pre;-0.343024617
81;b) complete dataset;feeding habits;parasites;tachfeed_par;-0.000628201
81;b) complete dataset;locomotion;flier;tachloco_flr;-0.003098431
81;b) complete dataset;locomotion;surface swimmer;tachloco_ssw;-0.040827648
81;b) complete dataset;locomotion;full water swimmer;tachloco_wsw;0.158694853
81;b) complete dataset;locomotion;crawler;tachloco_crw;-0.12014792
81;b) complete dataset;locomotion;burrower;tachloco_bur;-0.032082927
81;b) complete dataset;locomotion;interstitial;tachloco_int;0.103014104
81;b) complete dataset;locomotion;temporarily attached;tachloco_tat;-0.064793228
81;b) complete dataset;locomotion;permanently attached;tachloco_pat;-0.000758803
81;b) complete dataset;voltinism;semivoltine;tachrepcyc_less1;-0.262042608
81;b) complete dataset;voltinism;monovoltine;tachrepcyc_one;-0.294567655
81;b) complete dataset;voltinism;polyvoltine;tachrepcyc_gr1;0.556610262
81;b) complete dataset;reproduction;ovoviviparity;tachrepro_ovo;0.393771139
81;b) complete dataset;reproduction;isolated eggs, free;tachrepro_fie;0.000793378
